Dataset,c,k,m,M_NUM,PIVOT,Q_NUM,R_MIN,RATIO,RECALL,AVG_TIME,COST,DATE
nytimes,1.5,50,20,16,5,100,1,1.1414,0.1404,46.6387,0.01001,874.532,
nytimes,1.5,50,20,16,5,100,1,1.07817,0.2074,47.6188,0.0200072,874.532,
nytimes,1.5,50,20,16,5,100,1,1.03889,0.2592,49.1255,0.0300058,874.532,
astro1m,1.5,50,20,16,5,100,1,1.01264,0.4698,221.461,0.0750019,874.532,
astro1m,1.5,50,20,16,5,100,1,1.01624,0.3964,225.82,0.0500021,874.532,
audio,1.5,50,20,16,5,100,1,1.00179,0.9354,4.0332,0.0276419,874.532,
audio,1.5,50,20,16,5,100,1,1.00225,0.9274,6.0023,0.0222556,874.532,
astro1m,1.5,50,20,16,5,100,1,1.0102,0.5306,261.655,0.0999145,874.532,
audio,1.5,50,20,16,5,100,1,1.00141,0.9444,5.69944,0.0278875,874.532,
astro1m,1.5,50,20,16,5,100,1,1.03584,0.1816,184.584,0.0100026,874.532,
astro1m,1.5,50,20,16,5,100,1,1.02647,0.2508,191.319,0.0200023,874.532,
audio,1.5,50,20,16,5,100,1,1.00666,0.882,3.53882,0.00828535,874.532,
audio,1.5,50,20,16,5,100,1,1.00374,0.915,3.99065,0.0120602,874.532,
random,1.5,50,20,16,5,100,1,1.01091,0.8312,162.977,0.0443743,874.532,
astro1m,1.5,50,20,16,5,100,1,1.02107,0.3132,206.762,0.0300022,874.532,
audio,1.5,50,20,16,5,100,1,1.00171,0.9328,4.53964,0.0190743,874.532,
random,1.5,50,20,16,5,100,1,1.01721,0.8682,180.978,0.0632755,874.532,
random,1.5,50,20,16,5,100,1,1.02601,0.6628,127.595,0.00963548,874.532,
random,1.5,50,20,16,5,100,1,1.0239,0.751,133.007,0.0189956,874.532,
random,1.5,50,20,16,5,100,1,1.03015,0.7746,135.162,0.0268908,874.532,
random,1.5,50,20,16,5,100,1,1.02651,0.9064,197.043,0.0834747,874.532,
bigann,1.5,50,20,16,5,100,1,1.00102,0.9648,175.861,0.0365404,874.532,
cifar,1.5,50,20,16,5,100,1,1.00305,0.9006,8.42701,0.0637212,874.532,
bigann,1.5,50,20,16,5,100,1,1.00134,0.9564,184.061,0.0294751,874.532,
cifar,1.5,50,20,16,5,100,1,1.00455,0.8698,7.84305,0.043633,874.532,
bigann,1.5,50,20,16,5,100,1,1.00465,0.8716,160.157,0.00830878,874.532,
sald1m,1.5,50,20,16,5,100,1,1.00186,0.9272,144.452,0.0200232,874.532,
cifar,1.5,50,20,16,5,100,1,1.01682,0.7136,4.27,0.0097176,874.532,
bigann,1.5,50,20,16,5,100,1,1.00279,0.9182,172.43,0.0154105,874.532,
bigann,1.5,50,20,16,5,100,1,1.00056,0.9778,199.282,0.0455933,874.532,
cifar,1.5,50,20,16,5,100,1,1.0116,0.7722,4.21075,0.0191346,874.532,
sald1m,1.5,50,20,16,5,100,1,1.00861,0.8438,144.866,0.00744528,874.532,
sald1m,1.5,50,20,16,5,100,1,1.00461,0.8952,144.425,0.0134448,874.532,
cifar,1.5,50,20,16,5,100,1,1.00233,0.9168,6.60519,0.0746324,874.532,
sald1m,1.5,50,20,16,5,100,1,1.00367,0.9102,147.936,0.0177211,874.532,
sald1m,1.5,50,20,16,5,100,1,1.00336,0.9218,167.077,0.026648,874.532,
bigann,1.5,50,20,16,5,100,1,1.00367,0.9042,181.509,0.0216457,874.532,
cifar,1.5,50,20,16,5,100,1,1.00565,0.8512,5.9455,0.0274634,874.532,
sald1m,1.5,50,20,16,5,100,1,1.00165,0.9362,163.845,0.0329152,874.532,
deep,1.5,50,20,16,5,100,1,1.00819,0.816,167.88,0.00871229,874.533,
deep,1.5,50,20,16,5,100,1,1.00215,0.9116,209.162,0.0414873,874.533,
deep,1.5,50,20,16,5,100,1,1.00293,0.9004,200.557,0.033175,874.533,
seismic1m,1.5,50,20,16,5,100,1,1.02569,0.3426,165.319,0.00987237,874.533,
seismic1m,1.5,50,20,16,5,100,1,1.01139,0.5214,202.19,0.0409748,874.533,
deep,1.5,50,20,16,5,100,1,1.00487,0.8642,173.9,0.016666,874.533,
seismic1m,1.5,50,20,16,5,100,1,1.02812,0.3398,176.002,0.0191359,874.533,
seismic1m,1.5,50,20,16,5,100,1,1.01984,0.4142,170.934,0.0257982,874.533,
enron,1.5,50,20,16,5,100,1,1.01315,0.7576,5.60023,0.00857286,874.533,
enron,1.5,50,20,16,5,100,1,1.0031,0.9072,15.0717,0.0431756,874.533,
deep,1.5,50,20,16,5,100,1,1.00106,0.9364,203.528,0.0520446,874.533,
enron,1.5,50,20,16,5,100,1,1.00385,0.8802,18.1306,0.0385213,874.533,
enron,1.5,50,20,16,5,100,1,1.00755,0.8154,7.64774,0.0162802,874.533,
deep,1.5,50,20,16,5,100,1,1.00442,0.866,191.957,0.0222425,874.533,
seismic1m,1.5,50,20,16,5,100,1,1.00986,0.5474,218.635,0.0570766,874.533,
enron,1.5,50,20,16,5,100,1,1.00215,0.9234,17.0181,0.0621896,874.533,
enron,1.5,50,20,16,5,100,1,1.00464,0.8712,11.4674,0.0230541,874.533,
seismic1m,1.5,50,20,16,5,100,1,1.0061,0.6566,244.359,0.0802777,874.533,
sift,1.5,50,20,16,5,100,1,1.00463,0.8696,123.576,0.00903952,874.533,
sift,1.5,50,20,16,5,100,1,1.00185,0.94,135.477,0.0166042,874.533,
sift,1.5,50,20,16,5,100,1,1.00082,0.9654,137.84,0.0207368,874.533,
sift,1.5,50,20,16,5,100,1,1.00074,0.9712,153.867,0.0297184,874.533,
sift,1.5,50,20,16,5,100,1,1.00077,0.9726,149.049,0.0375527,874.533,
sift,1.5,50,20,16,5,100,1,1.00039,0.9878,180.482,0.0427766,874.533,
space1V,1.5,50,20,16,5,100,1,1.03437,0.3392,176.287,0.0100025,874.533,
sun,1.5,50,20,16,5,100,1,1.0205,0.6678,9.14707,0.0100155,874.533,
gist,1.5,50,20,16,5,100,1,1.01426,0.556,181.347,0.00982496,874.533,
space1V,1.5,50,20,16,5,100,1,1.02533,0.4268,178.088,0.0200023,874.533,
space1V,1.5,50,20,16,5,100,1,1.01749,0.5462,182.23,0.0300021,874.533,
sun,1.5,50,20,16,5,100,1,1.01362,0.7312,8.02694,0.0198329,874.533,
sun,1.5,50,20,16,5,100,1,1.00608,0.8304,8.61901,0.0284537,874.533,
gist,1.5,50,20,16,5,100,1,1.00699,0.7136,196.756,0.0191007,874.533,
space1V,1.5,50,20,16,5,100,1,1.01192,0.628,213.225,0.0497239,874.533,
sun,1.5,50,20,16,5,100,1,1.00305,0.8924,15.45,0.0445016,874.533,
gist,1.5,50,20,16,5,100,1,1.00299,0.8494,251.996,0.0450651,874.533,
gist,1.5,50,20,16,5,100,1,1.00233,0.8812,283.878,0.0646236,874.533,
gist,1.5,50,20,16,5,100,1,1.00473,0.7748,218.852,0.0279879,874.533,
space1V,1.5,50,20,16,5,100,1,1.00867,0.7158,223.856,0.074267,874.533,
sun,1.5,50,20,16,5,100,1,1.00256,0.9114,13.4459,0.0606159,874.533,
gist,1.5,50,20,16,5,100,1,1.00155,0.9102,299.212,0.0890452,874.533,
space1V,1.5,50,20,16,5,100,1,1.00638,0.7784,237.895,0.0977382,874.534,
text-to-image,1.5,50,20,16,5,100,1,1.01003,0.817,180.02,0.00898357,874.534,
sun,1.5,50,20,16,5,100,1,1.00182,0.92,18.0504,0.0807739,874.534,
text-to-image,1.5,50,20,16,5,100,1,1.0067,0.8666,178.344,0.0163288,874.534,
glove,1.5,50,20,16,5,100,1,1.01522,0.6836,221.068,0.00987703,874.534,
text-to-image,1.5,50,20,16,5,100,1,1.00613,0.8704,183.313,0.0243015,874.534,
glove,1.5,50,20,16,5,100,1,1.00821,0.7744,222.977,0.0191248,874.534,
trevi,1.5,50,20,16,5,100,1,1.01047,0.7942,12.2202,0.0098045,874.534,
text-to-image,1.5,50,20,16,5,100,1,1.00292,0.924,212.493,0.0357267,874.534,
trevi,1.5,50,20,16,5,100,1,1.00447,0.8764,15.2189,0.0188506,874.534,
trevi,1.5,50,20,16,5,100,1,1.00283,0.9122,18.702,0.0236932,874.534,
glove,1.5,50,20,16,5,100,1,1.00415,0.8644,252.208,0.0405313,874.534,
glove,1.5,50,20,16,5,100,1,1.00665,0.8018,244.123,0.0289598,874.534,
glove,1.5,50,20,16,5,100,1,1.00315,0.875,267.89,0.0596191,874.534,
uqv,1.5,50,20,16,5,100,1,1.92846,0.0032,0.13901,0.00010665,874.534,
text-to-image,1.5,50,20,16,5,100,1,1.00238,0.9412,219.747,0.0504364,874.534,
uqv,1.5,50,20,16,5,100,1,1.85429,0.0022,0.11586,0.00010623,874.534,
trevi,1.5,50,20,16,5,100,1,1.00131,0.9352,26.7709,0.0367739,874.534,
uqv,1.5,50,20,16,5,100,1,1.97914,0.0056,0.13957,0.00010646,874.534,
glove,1.5,50,20,16,5,100,1,1.00271,0.893,255.902,0.0748478,874.534,
text-to-image,1.5,50,20,16,5,100,1,1.00123,0.961,229.305,0.0694866,874.534,
trevi,1.5,50,20,16,5,100,1,1.00072,0.9476,36.551,0.0529649,874.534,
uqv,1.5,50,20,16,5,100,1,1.91837,0.001,0.16274,0.0001067,874.534,
imageNet,1.5,50,20,16,5,100,1,1.13947,0.5776,141.827,0.00669832,874.534,
lastfm,1.5,50,20,16,5,100,1,1.00081,0.4556,1.39337,0.00943916,874.534,
imageNet,1.5,50,20,16,5,100,1,1.14624,0.6444,174.029,0.0111505,874.534,
ukbench,1.5,50,20,16,5,100,1,1.00368,0.9048,151.339,0.00606312,874.534,
uqv,1.5,50,20,16,5,100,1,2.14258,0.0014,0.16445,0.00010738,874.534,
lastfm,1.5,50,20,16,5,100,1,1.00044,0.6458,1.83793,0.018517,874.534,
trevi,1.5,50,20,16,5,100,1,1.00149,0.938,40.5134,0.0560495,874.534,
ukbench,1.5,50,20,16,5,100,1,1.00345,0.9134,159.569,0.0109686,874.534,
ukbench,1.5,50,20,16,5,100,1,1.00233,0.9288,158.606,0.0148689,874.534,
uqv,1.5,50,20,16,5,100,1,2.1568,0.0002,0.12804,0.00010828,874.534,
imageNet,1.5,50,20,16,5,100,1,1.14959,0.7054,233.974,0.0230454,874.534,
ukbench,1.5,50,20,16,5,100,1,1.00172,0.9382,182.155,0.019314,874.534,
lastfm,1.5,50,20,16,5,100,1,1.00023,0.822,9.18251,0.0485504,874.534,
millionSong,1.5,50,20,16,5,100,1,1.00396,0.8954,113.41,0.00737309,874.534,
movielens,1.5,50,20,16,5,100,1,1.02259,0.6784,0.62549,0.0101798,874.534,
imageNet,1.5,50,20,16,5,100,1,1.13985,0.71,257.082,0.0129288,874.534,
MNIST,1.5,50,20,16,5,100,1,1.01849,0.8048,7.47352,0.00889304,874.534,
netflix,1.5,50,20,16,5,100,1,1.01269,0.7958,0.94614,0.0100732,874.534,
imageNet,1.5,50,20,16,5,100,1,1.13962,0.7196,271.595,0.0215753,874.534,
lastfm,1.5,50,20,16,5,100,1,1.00028,0.7558,5.5531,0.0285824,874.534,
lastfm,1.5,50,20,16,5,100,1,1.00013,0.8904,10.6425,0.0700911,874.534,
millionSong,1.5,50,20,16,5,100,1,1.00124,0.9396,115.252,0.0120518,874.534,
movielens,1.5,50,20,16,5,100,1,1.01663,0.7424,0.7475,0.0200749,874.534,
imageNet,1.5,50,20,16,5,100,1,1.13218,0.7242,260.998,0.0258132,874.534,
ukbench,1.5,50,20,16,5,100,1,1.00132,0.9474,178.053,0.0235272,874.534,
word2vec,1.5,50,20,16,5,100,1,1.0187,0.4106,177.296,0.0100021,874.534,
MNIST,1.5,50,20,16,5,100,1,1.00803,0.8772,6.66487,0.0143507,874.534,
netflix,1.5,50,20,16,5,100,1,1.00715,0.8716,1.0244,0.0191041,874.534,
notre,1.5,50,20,16,5,100,1,1.00628,0.886,52.1075,0.00773239,874.534,
lastfm,1.5,50,20,16,5,100,1,1.00027,0.8942,10.8378,0.094583,874.534,
yahoomusic,1.5,50,20,16,5,100,1,1.01037,0.814,12.0191,0.00966702,874.534,
word2vec,1.5,50,20,16,5,100,1,1.0138,0.4964,182.596,0.0194506,874.534,
word2vec,1.5,50,20,16,5,100,1,1.01008,0.5834,188.755,0.0281883,874.534,
yahoomusic,1.5,50,20,16,5,100,1,1.00474,0.8808,12.3203,0.0188964,874.534,
notre,1.5,50,20,16,5,100,1,1.00238,0.9206,47.3868,0.0117017,874.534,
yahoomusic,1.5,50,20,16,5,100,1,1.00284,0.9268,13.0369,0.0232265,874.534,
ukbench,1.5,50,20,16,5,100,1,1.00173,0.9386,171.564,0.0212017,874.534,
millionSong,1.5,50,20,16,5,100,1,1.0011,0.9452,134.614,0.0230036,874.535,
movielens,1.5,50,20,16,5,100,1,1.00163,0.9578,0.75346,0.0496141,874.535,
MNIST,1.5,50,20,16,5,100,1,1.00255,0.9294,11.269,0.0316088,874.535,
netflix,1.5,50,20,16,5,100,1,1.00109,0.968,1.09474,0.0358829,874.535,
millionSong,1.5,50,20,16,5,100,1,1.0013,0.9402,112.463,0.0149582,874.535,
movielens,1.5,50,20,16,5,100,1,1.0044,0.901,0.61462,0.0301208,874.535,
word2vec,1.5,50,20,16,5,100,1,1.00776,0.6592,213.546,0.0470287,874.535,
MNIST,1.5,50,20,16,5,100,1,1.00599,0.8988,8.07428,0.0200741,874.535,
netflix,1.5,50,20,16,5,100,1,1.00239,0.939,1.16727,0.0297721,874.535,
millionSong,1.5,50,20,16,5,100,1,1.00098,0.9466,121.745,0.0210891,874.535,
movielens,1.5,50,20,16,5,100,1,1.00058,0.9832,0.78213,0.0642044,874.535,
yahoomusic,1.5,50,20,16,5,100,1,1.00171,0.9438,18.4047,0.0325373,874.535,
MNIST,1.5,50,20,16,5,100,1,1.00202,0.9356,9.56911,0.0407067,874.535,
millionSong,1.5,50,20,16,5,100,1,1.00136,0.935,119.233,0.022225,874.535,
netflix,1.5,50,20,16,5,100,1,1.00047,0.9834,1.23915,0.046686,874.535,
movielens,1.5,50,20,16,5,100,1,1.00219,0.9524,0.92487,0.0943064,874.535,
notre,1.5,50,20,16,5,100,1,1.00186,0.9348,51.5075,0.0247896,874.535,
MNIST,1.5,50,20,16,5,100,1,1.00166,0.941,9.85936,0.0428343,874.535,
netflix,1.5,50,20,16,5,100,1,1.00074,0.9788,1.37634,0.0576995,874.535,
notre,1.5,50,20,16,5,100,1,1.00203,0.9272,51.337,0.0173447,874.535,
word2vec,1.5,50,20,16,5,100,1,1.00478,0.7432,219.144,0.0699825,874.535,
notre,1.5,50,20,16,5,100,1,1.00083,0.9458,52.8075,0.0332643,874.535,
yahoomusic,1.5,50,20,16,5,100,1,1.00074,0.9752,14.2592,0.0418654,874.535,
notre,1.5,50,20,16,5,100,1,1.0006,0.9542,51.0992,0.0362164,874.535,
word2vec,1.5,50,20,16,5,100,1,1.00552,0.747,222.267,0.0929687,874.535,
yahoomusic,1.5,50,20,16,5,100,1,1.00075,0.9754,15.4485,0.052417,874.535,
nuswide,1.5,50,20,16,5,100,1,1.0206,0.5082,36.0538,0.0097248,874.701,
nuswide,1.5,50,20,16,5,100,1,1.01429,0.5756,43.4834,0.0189396,874.701,
nuswide,1.5,50,20,16,5,100,1,1.0109,0.6314,45.1481,0.0279654,874.701,
nytimes,1.5,50,20,16,5,100,1,1.12575,0.1506,48.185,0.0100097,874.701,
nytimes,1.5,50,20,16,5,100,1,1.07442,0.2006,52.3193,0.0200073,874.701,
nytimes,1.5,50,20,16,5,100,1,1.04061,0.2362,51.5523,0.030006,874.701,
astro1m,1.5,50,20,16,5,100,1,1.03456,0.1858,161.634,0.0100025,874.701,
audio,1.5,50,20,16,5,100,1,1.00514,0.887,3.01847,0.00765486,874.701,
astro1m,1.5,50,20,16,5,100,1,1.02446,0.2774,182.306,0.0200023,874.701,
astro1m,1.5,50,20,16,5,100,1,1.01962,0.3396,189.679,0.0300021,874.701,
audio,1.5,50,20,16,5,100,1,1.00435,0.9056,4.19017,0.0120732,874.701,
audio,1.5,50,20,16,5,100,1,1.00162,0.9352,3.581,0.0172948,874.701,
random,1.5,50,20,16,5,100,1,1.04459,0.6342,129.163,0.00943773,874.701,
random,1.5,50,20,16,5,100,1,1.02357,0.7854,139.492,0.0278883,874.701,
random,1.5,50,20,16,5,100,1,1.02449,0.737,137.108,0.0189975,874.701,
bigann,1.5,50,20,16,5,100,1,1.00429,0.8812,131.985,0.00863565,874.701,
cifar,1.5,50,20,16,5,100,1,1.0209,0.6854,3.21778,0.01002,874.701,
bigann,1.5,50,20,16,5,100,1,1.00296,0.9152,162.758,0.0160846,874.701,
bigann,1.5,50,20,16,5,100,1,1.00226,0.9338,165.893,0.0216039,874.701,
cifar,1.5,50,20,16,5,100,1,1.01142,0.7718,4.36905,0.0191432,874.701,
cifar,1.5,50,20,16,5,100,1,1.00919,0.7998,5.89703,0.02833,874.701,
sald1m,1.5,50,20,16,5,100,1,1.00536,0.8672,142.584,0.00767152,874.701,
sald1m,1.5,50,20,16,5,100,1,1.00281,0.8992,124.249,0.0121626,874.701,
sald1m,1.5,50,20,16,5,100,1,1.00411,0.868,134.523,0.0109073,874.701,
deep,1.5,50,20,16,5,100,1,1.01033,0.7814,150.482,0.00870598,874.701,
enron,1.5,50,20,16,5,100,1,1.01415,0.7394,6.90227,0.0090823,874.701,
deep,1.5,50,20,16,5,100,1,1.0049,0.8642,167.276,0.0156002,874.701,
seismic1m,1.5,50,20,16,5,100,1,1.0337,0.2114,169.21,0.00915242,874.701,
deep,1.5,50,20,16,5,100,1,1.00412,0.8688,176.064,0.020831,874.701,
seismic1m,1.5,50,20,16,5,100,1,1.02417,0.3046,184.365,0.0263522,874.701,
enron,1.5,50,20,16,5,100,1,1.00753,0.8206,8.10356,0.0167225,874.701,
seismic1m,1.5,50,20,16,5,100,1,1.02244,0.3668,175.217,0.0189867,874.701,
enron,1.5,50,20,16,5,100,1,1.00532,0.852,9.53988,0.0238027,874.701,
sift,1.5,50,20,16,5,100,1,1.00379,0.8842,116.676,0.00879683,874.702,
sift,1.5,50,20,16,5,100,1,1.0015,0.9512,119.017,0.0193184,874.702,
sift,1.5,50,20,16,5,100,1,1.00229,0.9324,116.167,0.0148902,874.702,
gist,1.5,50,20,16,5,100,1,1.01512,0.5428,159.733,0.0100018,874.702,
space1V,1.5,50,20,16,5,100,1,1.03656,0.3266,173.536,0.0100024,874.702,
sun,1.5,50,20,16,5,100,1,1.02241,0.6472,8.63915,0.0100248,874.702,
gist,1.5,50,20,16,5,100,1,1.00735,0.7052,192.561,0.0191991,874.702,
space1V,1.5,50,20,16,5,100,1,1.0222,0.4724,182.847,0.0200022,874.702,
space1V,1.5,50,20,16,5,100,1,1.01699,0.546,187.144,0.0300021,874.702,
sun,1.5,50,20,16,5,100,1,1.00905,0.7908,11.1666,0.0199698,874.702,
gist,1.5,50,20,16,5,100,1,1.00551,0.7574,206.589,0.0286674,874.702,
sun,1.5,50,20,16,5,100,1,1.006,0.8342,12.0069,0.0297329,874.702,
glove,1.5,50,20,16,5,100,1,1.01531,0.6842,194.344,0.00954261,874.702,
text-to-image,1.5,50,20,16,5,100,1,1.01526,0.7784,174.081,0.00879059,874.702,
glove,1.5,50,20,16,5,100,1,1.00998,0.76,215.457,0.0190519,874.702,
text-to-image,1.5,50,20,16,5,100,1,1.00802,0.849,183.712,0.0167495,874.702,
text-to-image,1.5,50,20,16,5,100,1,1.0056,0.8834,187.847,0.0241053,874.702,
glove,1.5,50,20,16,5,100,1,1.00652,0.8094,223.327,0.0282249,874.702,
trevi,1.5,50,20,16,5,100,1,1.00918,0.815,10.2235,0.00985796,874.702,
trevi,1.5,50,20,16,5,100,1,1.00334,0.8844,15.7399,0.0185488,874.702,
trevi,1.5,50,20,16,5,100,1,1.00196,0.9126,19.5706,0.0256609,874.702,
uqv,1.5,50,20,16,5,100,1,2.04669,0.0016,0.1236,0.00010709,874.702,
imageNet,1.5,50,20,16,5,100,1,1.17064,0.5832,132.561,0.00631543,874.702,
lastfm,1.5,50,20,16,5,100,1,1.00082,0.435,0.82752,0.00898647,874.702,
uqv,1.5,50,20,16,5,100,1,1.98253,0.0006,0.11279,0.00010729,874.702,
uqv,1.5,50,20,16,5,100,1,1.99083,0,0.09356,0.00010525,874.702,
imageNet,1.5,50,20,16,5,100,1,1.14045,0.635,176.347,0.0115254,874.703,
lastfm,1.5,50,20,16,5,100,1,1.00044,0.6526,2.3476,0.0190337,874.703,
ukbench,1.5,50,20,16,5,100,1,1.00421,0.898,154.259,0.00656761,874.703,
millionSong,1.5,50,20,16,5,100,1,1.00265,0.9168,89.5291,0.00698578,874.703,
movielens,1.5,50,20,16,5,100,1,1.0419,0.5612,0.55713,0.0102145,874.703,
MNIST,1.5,50,20,16,5,100,1,1.01425,0.8372,5.02381,0.0081213,874.703,
netflix,1.5,50,20,16,5,100,1,1.02545,0.7062,0.73749,0.00997468,874.703,
imageNet,1.5,50,20,16,5,100,1,1.15432,0.643,204.424,0.016567,874.703,
ukbench,1.5,50,20,16,5,100,1,1.00244,0.9164,158.597,0.00982079,874.703,
lastfm,1.5,50,20,16,5,100,1,1.00046,0.714,4.49479,0.0269961,874.703,
ukbench,1.5,50,20,16,5,100,1,1.00343,0.915,169.201,0.0130489,874.703,
notre,1.5,50,20,16,5,100,1,1.00693,0.8698,41.7085,0.00741313,874.703,
millionSong,1.5,50,20,16,5,100,1,1.00222,0.921,124.453,0.012479,874.703,
movielens,1.5,50,20,16,5,100,1,1.00952,0.8134,0.75664,0.0199616,874.703,
MNIST,1.5,50,20,16,5,100,1,1.00873,0.8694,8.36887,0.0159474,874.703,
word2vec,1.5,50,20,16,5,100,1,1.02013,0.3992,170.013,0.00987382,874.703,
netflix,1.5,50,20,16,5,100,1,1.00419,0.9186,1.14448,0.0198385,874.703,
nuswide,1.5,50,20,16,5,100,1,1.00723,0.7084,58.3014,0.0461405,874.703,
yahoomusic,1.5,50,20,16,5,100,1,1.01035,0.7882,14.5223,0.00916152,874.703,
nuswide,1.5,50,20,16,5,100,1,1.00522,0.7646,64.3391,0.0681145,874.703,
nuswide,1.5,50,20,16,5,100,1,1.00397,0.8006,63.4132,0.0893949,874.703,
millionSong,1.5,50,20,16,5,100,1,1.00087,0.9418,116.051,0.011966,874.703,
movielens,1.5,50,20,16,5,100,1,1.00779,0.8438,0.58654,0.0299372,874.703,
MNIST,1.5,50,20,16,5,100,1,1.00445,0.9142,8.32726,0.020969,874.703,
netflix,1.5,50,20,16,5,100,1,1.00348,0.923,1.18999,0.0294766,874.703,
notre,1.5,50,20,16,5,100,1,1.00436,0.9066,52.7864,0.0128908,874.703,
word2vec,1.5,50,20,16,5,100,1,1.01199,0.524,190.888,0.0197027,874.703,
word2vec,1.5,50,20,16,5,100,1,1.01082,0.5602,195.603,0.0273747,874.703,
yahoomusic,1.5,50,20,16,5,100,1,1.00551,0.8624,14.472,0.0175652,874.703,
nytimes,1.5,50,20,16,5,100,1,1.00834,0.2676,59.1843,0.0737777,874.703,
nytimes,1.5,50,20,16,5,100,1,1.02142,0.253,65.0696,0.0497948,874.703,
yahoomusic,1.5,50,20,16,5,100,1,1.0044,0.887,13.4137,0.0269004,874.703,
nytimes,1.5,50,20,16,5,100,1,1.00282,0.279,74.5937,0.0963418,874.703,
notre,1.5,50,20,16,5,100,1,1.0026,0.9266,47.1697,0.0148513,874.703,
astro1m,1.5,50,20,16,5,100,1,1.01829,0.3596,226.577,0.0500021,874.703,
astro1m,1.5,50,20,16,5,100,1,1.0135,0.449,233.557,0.0746725,874.703,
audio,1.5,50,20,16,5,100,1,1.00323,0.9128,4.52555,0.0195836,874.703,
audio,1.5,50,20,16,5,100,1,1.00277,0.9202,3.8991,0.0237002,874.703,
astro1m,1.5,50,20,16,5,100,1,1.01083,0.513,244.771,0.0989108,874.703,
audio,1.5,50,20,16,5,100,1,1.0019,0.9388,4.26976,0.0328928,874.703,
random,1.5,50,20,16,5,100,1,1.01169,0.8252,152.941,0.0435271,874.703,
random,1.5,50,20,16,5,100,1,1.01099,0.8662,161.783,0.062456,874.703,
random,1.5,50,20,16,5,100,1,1.01793,0.8828,171.626,0.0794447,874.703,
bigann,1.5,50,20,16,5,100,1,1.00105,0.9648,166.604,0.0320815,874.703,
bigann,1.5,50,20,16,5,100,1,1.00122,0.9592,176.044,0.0260231,874.703,
bigann,1.5,50,20,16,5,100,1,1.00088,0.9688,180.091,0.043588,874.703,
cifar,1.5,50,20,16,5,100,1,1.00295,0.9004,10.236,0.0613368,874.703,
cifar,1.5,50,20,16,5,100,1,1.00442,0.868,5.37926,0.0436764,874.703,
sald1m,1.5,50,20,16,5,100,1,1.00184,0.9272,139.345,0.0228884,874.703,
sald1m,1.5,50,20,16,5,100,1,1.00231,0.9136,136.843,0.0182186,874.703,
cifar,1.5,50,20,16,5,100,1,1.00205,0.9208,7.18054,0.0769416,874.703,
sald1m,1.5,50,20,16,5,100,1,1.0013,0.9464,146.313,0.0294884,874.704,
deep,1.5,50,20,16,5,100,1,1.00258,0.9064,177.793,0.0293144,874.704,
deep,1.5,50,20,16,5,100,1,1.00207,0.915,190.518,0.0369197,874.704,
seismic1m,1.5,50,20,16,5,100,1,1.01115,0.5022,200.309,0.0418693,874.704,
deep,1.5,50,20,16,5,100,1,1.00144,0.93,196.094,0.0517216,874.704,
enron,1.5,50,20,16,5,100,1,1.00287,0.8928,20.2137,0.0361758,874.704,
seismic1m,1.5,50,20,16,5,100,1,1.00827,0.5786,216.481,0.0611192,874.704,
enron,1.5,50,20,16,5,100,1,1.00233,0.9154,18.2149,0.0518914,874.704,
seismic1m,1.5,50,20,16,5,100,1,1.0106,0.5144,205.18,0.0755716,874.704,
enron,1.5,50,20,16,5,100,1,1.00153,0.9282,23.3462,0.0657729,874.704,
sift,1.5,50,20,16,5,100,1,1.00109,0.9616,106.962,0.0254417,874.704,
sift,1.5,50,20,16,5,100,1,1.00074,0.969,143.42,0.032655,874.704,
sift,1.5,50,20,16,5,100,1,1.00076,0.9698,131.965,0.029217,874.704,
space1V,1.5,50,20,16,5,100,1,1.01319,0.6224,199.132,0.0500019,874.704,
sun,1.5,50,20,16,5,100,1,1.00322,0.8882,15.5695,0.0448687,874.704,
space1V,1.5,50,20,16,5,100,1,1.00856,0.7062,212.983,0.0742726,874.704,
gist,1.5,50,20,16,5,100,1,1.00315,0.8426,246.639,0.0454857,874.704,
space1V,1.5,50,20,16,5,100,1,1.00662,0.7602,205.046,0.0980378,874.705,
sun,1.5,50,20,16,5,100,1,1.00162,0.922,11.9036,0.0611342,874.705,
gist,1.5,50,20,16,5,100,1,1.00212,0.8842,258.752,0.0654099,874.705,
sun,1.5,50,20,16,5,100,1,1.00097,0.939,12.2196,0.0742181,874.705,
gist,1.5,50,20,16,5,100,1,1.00159,0.9116,259.778,0.0736,874.705,
text-to-image,1.5,50,20,16,5,100,1,1.00332,0.9152,193.666,0.0351036,874.705,
glove,1.5,50,20,16,5,100,1,1.00417,0.8542,233.457,0.0420181,874.705,
text-to-image,1.5,50,20,16,5,100,1,1.00185,0.9436,205.352,0.0475059,874.705,
trevi,1.5,50,20,16,5,100,1,1.00187,0.9178,29.3572,0.0408444,874.705,
text-to-image,1.5,50,20,16,5,100,1,1.00133,0.9586,222.466,0.0682408,874.705,
glove,1.5,50,20,16,5,100,1,1.00258,0.9006,251.974,0.0660853,874.705,
glove,1.5,50,20,16,5,100,1,1.00202,0.91,240.67,0.0837036,874.705,
uqv,1.5,50,20,16,5,100,1,2.08132,0,0.14112,0.00010569,874.705,
trevi,1.5,50,20,16,5,100,1,1.00107,0.9358,29.4763,0.0508569,874.705,
trevi,1.5,50,20,16,5,100,1,1.0011,0.9408,34.9259,0.0546749,874.705,
